,id,name,symbol,slug,num_market_pairs,date_added,tags,max_supply,circulating_supply,total_supply,infinite_supply,platform,cmc_rank,self_reported_circulating_supply,self_reported_market_cap,tvl_ratio,last_updated,quote.USD.price,quote.USD.volume_24h,quote.USD.volume_change_24h,quote.USD.percent_change_1h,quote.USD.percent_change_24h,quote.USD.percent_change_7d,quote.USD.percent_change_30d,quote.USD.percent_change_60d,quote.USD.percent_change_90d,quote.USD.market_cap,quote.USD.market_cap_dominance,quote.USD.fully_diluted_market_cap,quote.USD.tvl,quote.USD.last_updated,platform.id,platform.name,platform.symbol,platform.slug,platform.token_address,timestamp
10,35697,Pi,PI,pi,36,2025-02-11T07:16:10.000Z,['layer-1'],100000000000.0,6993905563.0243025,100000000000.0,False,,11,6993905563.0243025,13358759734.447107,,2025-03-05T17:25:00.000Z,1.9100572082461056,926371912.3854036,9.9285,1.54440846,8.820468,-24.94716748,12.38382223,12.38382223,12.38382223,13358759734.447107,0.4566,191005720824.61,,2025-03-05T17:25:00.000Z,,,,,,2025-03-05 17:27:51.430385
11,4642,Hedera,HBAR,hedera,321,2019-09-17T00:00:00.000Z,"['dag', 'marketplace', 'enterprise-solutions', 'defi', 'payments', 'dcg-portfolio', 'hedera-hashgraph-ecosystem', 'real-world-assets', 'layer-1', 'made-in-america']",50000000000.0,41908412969.08164,50000000000.0,False,,12,,,,2025-03-05T17:25:00.000Z,0.24630722146478862,739396261.0275866,-26.6909,0.82581501,3.69670783,24.85305216,-5.5164736,-19.61632858,-16.99953711,10322344754.413412,0.3528,12315361073.24,,2025-03-05T17:25:00.000Z,,,,,,2025-03-05 17:27:51.430385
12,1975,Chainlink,LINK,chainlink,1938,2017-09-20T00:00:00.000Z,"['platform', 'defi', 'oracles', 'smart-contracts', 'ethereum-ecosystem', 'substrate', 'polkadot', 'heco-ecosystem', 'avalanche-ecosystem', 'solana-ecosystem', 'framework-ventures-portfolio', 'polygon-ecosystem', 'fantom-ecosystem', 'cardano-ecosystem', 'terra-ecosystem', 'web3', 'near-protocol-ecosystem', 'arbitrum-ecosystem', 'cardano', 'injective-ecosystem', 'bnb-chain-ecosystem', 'optimism-ecosystem', 'real-world-assets', 'celsius-bankruptcy-estate', 'gnosis-chain-ecosystem', 'sora-ecosystem', 'hoo-smart-chain-ecosystem', 'milkomeda-ecosystem', 'energi-ecosystem', 'made-in-america', 'world-liberty-financial-portfolio']",,638099970.4527867,1000000000.0,False,,13,,,,2025-03-05T17:26:00.000Z,16.003683331798733,935428251.9430865,6.3842,1.94955619,14.81468125,4.40753904,-21.69546553,-31.60037194,-34.67649024,10211949861.156527,0.3491,16003683331.8,,2025-03-05T17:26:00.000Z,1027.0,Ethereum,ETH,ethereum,0x514910771af9ca656af840dff83e8264ecf986ca,2025-03-05 17:27:51.430385
13,512,Stellar,XLM,stellar,683,2014-08-05T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'decentralized-exchange-dex-token', 'smart-contracts', 'hashkey-capital-portfolio', '2017-2018-alt-season', 'made-in-america']",50001806812.0,30691657309.847515,50001786894.45001,False,,14,,,,2025-03-05T17:26:00.000Z,0.29906785448095435,330752421.2074339,-22.8204,0.48621213,4.04049967,2.9558212,-15.68656393,-33.30299866,-39.30546145,9178888102.120796,0.3137,14953933083.44,,2025-03-05T17:26:00.000Z,,,,,,2025-03-05 17:27:51.430385
14,3957,UNUS SED LEO,LEO,unus-sed-leo,57,2019-05-21T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'discount-token', 'payments', 'ethereum-ecosystem', 'kenetic-capital-portfolio', 'alameda-research-portfolio']",,924006804.9,985239504.0,False,,15,,,,2025-03-05T17:26:00.000Z,9.90811879069161,3476390.77269894,-63.6254,0.09135542,-0.19685446,9.95119223,0.99962789,8.45233645,5.56320706,9155169186.356606,0.3129,9761870042.91,,2025-03-05T17:26:00.000Z,1027.0,Ethereum,ETH,ethereum,0x2af5d2ad76741191d15dfe7bf6ac92d4bd912ca3,2025-03-05 17:27:51.430385
15,5805,Avalanche,AVAX,avalanche,874,2020-07-13T00:00:00.000Z,"['defi', 'smart-contracts', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'avalanche-ecosystem', 'cms-holdings-portfolio', 'dragonfly-capital-portfolio', 'moonbeam-ecosystem', 'real-world-assets', 'layer-1', 'zksync-era-ecosystem', 'klaytn-ecosystem', 'made-in-america']",715748719.0,414134259.8101063,450803759.8101063,False,,16,,,,2025-03-05T17:26:00.000Z,20.64304396746984,500627011.7629628,-41.005,1.93266578,3.5951175,-6.64200897,-24.7747444,-50.27284379,-60.95589139,8548991733.695601,0.2922,14775232275.98,,2025-03-05T17:26:00.000Z,,,,,,2025-03-05 17:27:51.430385
16,20947,Sui,SUI,sui,563,2022-07-12T08:03:11.000Z,"['binance-launchpool', 'coinbase-ventures-portfolio', 'binance-labs-portfolio', 'electric-capital-portfolio', 'a16z-portfolio', 'sui-ecosystem', 'layer-1', 'move-vm', 'cmc-crypto-yearbook-2024-2025', 'made-in-america']",10000000000.0,3169845047.4838877,10000000000.0,False,,17,3169845047.4838877,7970127825.142047,,2025-03-05T17:26:00.000Z,2.5143588111565442,1019331975.8697749,-31.4113,1.27359644,4.49833278,-14.11407809,-29.46008291,-51.12006118,-40.08455839,7970127825.142047,0.2724,25143588111.57,,2025-03-05T17:26:00.000Z,,,,,,2025-03-05 17:27:51.430385
17,2,Litecoin,LTC,litecoin,1323,2013-04-28T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange', 'heco-ecosystem', 'layer-1', '2017-2018-alt-season', 'hoo-smart-chain-ecosystem', 'made-in-america']",84000000.0,75558468.3040892,84000000.0,False,,18,,,,2025-03-05T17:26:00.000Z,103.30250039315005,890484250.6235698,-47.7147,0.97360333,1.84453079,-18.32686453,0.86545781,-6.95077172,-27.43054122,7805378701.688991,0.2668,8677410033.02,,2025-03-05T17:26:00.000Z,,,,,,2025-03-05 17:27:51.430385
18,1831,Bitcoin Cash,BCH,bitcoin-cash,985,2017-07-23T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'marketplace', 'medium-of-exchange', 'store-of-value', 'enterprise-solutions', 'payments', 'heco-ecosystem', 'bitcoin-ecosystem', 'layer-1', '2017-2018-alt-season', 'made-in-america']",21000000.0,19838128.125,19838128.125,False,,19,,,,2025-03-05T17:26:00.000Z,392.0011304807996,992693167.2460531,94.926,1.2442152,27.27108766,33.03606548,17.15062329,-18.00268884,-35.86254132,7776568651.622945,0.2658,8232023740.1,,2025-03-05T17:26:00.000Z,,,,,,2025-03-05 17:27:51.430385
19,5994,Shiba Inu,SHIB,shiba-inu,934,2020-08-01T00:00:00.000Z,"['memes', 'ethereum-ecosystem', 'doggone-doggerel', 'base-ecosystem']",,589253552062151.8,589507005263179.4,False,,20,,,,2025-03-05T17:26:00.000Z,1.315572423253261e-05,232806728.3800209,-54.4819,0.87995887,2.73522514,-7.19473866,-16.57636349,-45.54442416,-57.81757028,7752057233.969966,0.2648,7755391594.39,,2025-03-05T17:26:00.000Z,1027.0,Ethereum,ETH,ethereum,0x95ad61b0a150d79219dcf64e1e6cc01f0b64c4ce,2025-03-05 17:27:51.430385
20,11419,Toncoin,TON,toncoin,689,2021-08-26T13:40:22.000Z,"['pos', 'ethereum-ecosystem', 'layer-1', 'ftx-bankruptcy-estate', 'dwf-labs-portfolio', 'toncoin-ecosystem', 'cmc-crypto-yearbook-2024-2025']",,2476445287.096387,5123855138.392679,True,,21,,,,2025-03-05T17:26:00.000Z,3.0442071770757035,196601923.62156466,-34.0814,0.83117037,-1.59092454,-13.41115111,-24.53807067,-46.96811164,-56.12680015,7538812516.614122,0.2577,15598076586.59,,2025-03-05T17:26:00.000Z,,,,,,2025-03-05 17:27:51.430385
21,6536,MANTRA,OM,mantra,256,2020-08-11T00:00:00.000Z,"['cosmos-ecosystem', 'defi', 'dao', 'ethereum-ecosystem', 'kenetic-capital-portfolio', 'exnetwork-capital-portfolio', 'polygon-ecosystem', 'osmosis-ecosystem', 'real-world-assets', 'base-ecosystem']",,974897836.0599996,1810538779.53,True,,22,875834067.9,6232238140.897842,,2025-03-05T17:26:00.000Z,7.115774973039094,116872803.470128,-42.1541,1.14341319,-0.6176322,-4.50761579,25.34179572,81.06232798,77.87929189,6937153623.105715,0.2371,12883386535.1,,2025-03-05T17:26:00.000Z,1027.0,Ethereum,ETH,ethereum,0x3593d125a4f7849a1b059e64f4517a86dd60c95d,2025-03-05 17:27:51.430385
22,6636,Polkadot,DOT,polkadot-new,869,2020-08-19T00:00:00.000Z,"['substrate', 'polkadot', 'polkadot-ecosystem', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'heco-ecosystem', 'arrington-xrp-capital-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'coinfund-portfolio', 'fabric-ventures-portfolio', 'fenbushi-capital-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', '1confirmation-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'exnetwork-capital-portfolio', 'web3', 'spartan-group', 'osmosis-ecosystem', 'layer-1', 'made-in-america']",,1554866034.3174367,1554866034.3174367,True,,23,,,,2025-03-05T17:26:00.000Z,4.400385479307577,214030242.97732216,-46.5965,0.75723653,3.82794095,-9.6544923,-11.04385083,-42.97928869,-59.98526669,6842009919.679005,0.2339,6842009919.68,,2025-03-05T17:26:00.000Z,,,,,,2025-03-05 17:27:51.430385
23,32196,Hyperliquid,HYPE,hyperliquid,58,2024-07-15T10:14:50.000Z,"['decentralized-exchange-dex-token', 'derivatives', 'layer-1', 'hyperliquid-ecosystem']",1000000000.0,333928180.0,999993930.0,False,,24,333931719.0,5614447050.41006,,2025-03-05T17:26:00.000Z,16.813158891354252,203539368.8067857,-46.4146,0.11320313,2.00727426,-15.04537865,-31.89490572,-28.0245534,35.15450686,5614387548.640743,0.1919,16813158891.35,,2025-03-05T17:26:00.000Z,32196.0,Hyperliquid,HYPE,hyperliquid,0x0d01dc56dcaaca66ad901c959b4011ec,2025-03-05 17:27:51.430385
24,29470,Ethena USDe,USDe,ethena-usde,116,2024-02-20T11:05:01.000Z,"['stablecoin', 'asset-backed-stablecoin', 'ethereum-ecosystem', 'binance-labs-portfolio', 'dragonfly-capital-portfolio', 'arbitrum-ecosystem', 'usd-stablecoin', 'optimism-ecosystem', 'linea-ecosystem', 'eigenlayer-ecosystem', 'kava-ecosystem', 'metis-andromeda-ecosystem', 'mantle-ecosystem', 'manta-pacific-ecosystem', 'scroll-ecosystem']",,5445008358.836365,5445008358.836365,True,,25,,,,2025-03-05T17:25:00.000Z,0.999322521134992,83051152.9109699,-36.8124,0.00170221,0.06518393,0.00704017,-0.07274712,0.04090441,-0.24119106,5441319480.753461,0.186,5441319480.75,,2025-03-05T17:25:00.000Z,1027.0,Ethereum,ETH,ethereum,0x4c9edd5852cd905f086c759e8383e09bff1e68b3,2025-03-05 17:27:51.430385
25,4943,Dai,DAI,multi-collateral-dai,3470,2019-11-22T00:00:00.000Z,"['defi', 'stablecoin', 'asset-backed-stablecoin', 'ethereum-ecosystem', 'avalanche-ecosystem', 'solana-ecosystem', 'polygon-ecosystem', 'fantom-ecosystem', 'terra-ecosystem', 'near-protocol-ecosystem', 'arbitrum-ecosystem', 'harmony-ecosystem', 'moonriver-ecosystem', 'cronos-ecosystem', 'moonbeam-ecosystem', 'usd-stablecoin', 'everscale-ecosystem', 'optimism-ecosystem', 'osmosis-ecosystem', 'pulsechain-ecosystem', 'toncoin-ecosystem', 'gnosis-chain-ecosystem', 'klaytn-ecosystem', 'sora-ecosystem', 'boba-network-ecosystem', 'aurora-ecosystem', 'metis-andromeda-ecosystem', 'bitgert-ecosystem', 'energi-ecosystem', 'starknet-ecosystem']",,5365382702.664872,5365382702.664872,True,,26,,,,2025-03-05T17:26:00.000Z,1.0000609907265505,119450880.50419645,-36.7304,0.00349922,-0.00079936,0.03378002,0.00495927,-0.00867683,0.01066806,5365709941.254129,0.1834,5365709941.25,,2025-03-05T17:26:00.000Z,1027.0,Ethereum,ETH,ethereum,0x6b175474e89094c44da98b954eedeac495271d0f,2025-03-05 17:27:51.430385
26,11092,Bitget Token,BGB,bitget-token-new,30,2021-07-29T00:00:00.000Z,"['centralized-exchange', 'ethereum-ecosystem']",,1200000000.0,1200000000.0,False,,27,1200000000.0,5247231674.621812,,2025-03-05T17:26:00.000Z,4.372693062184843,267449904.39480698,-23.1761,-0.17842149,5.59234366,9.3535624,-31.15637725,-27.55580796,127.85979506,5247231674.621812,0.1794,5247231674.62,,2025-03-05T17:26:00.000Z,1027.0,Ethereum,ETH,ethereum,0x54D2252757e1672EEaD234D27B1270728fF90581,2025-03-05 17:27:51.430385
27,7083,Uniswap,UNI,uniswap,1175,2020-09-17T00:00:00.000Z,"['decentralized-exchange-dex-token', 'defi', 'dao', 'ethereum-ecosystem', 'yield-farming', 'amm', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'governance', 'heco-ecosystem', 'avalanche-ecosystem', 'solana-ecosystem', 'blockchain-capital-portfolio', 'defiance-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', 'pantera-capital-portfolio', 'parafi-capital', 'paradigm-portfolio', 'polygon-ecosystem', 'terra-ecosystem', 'near-protocol-ecosystem', 'arbitrum-ecosystem', 'injective-ecosystem', 'optimism-ecosystem', 'layer-1', 'cmc-crypto-awards-2024', 'gnosis-chain-ecosystem', 'sora-ecosystem', 'hoo-smart-chain-ecosystem', 'made-in-america']",,600518037.71,1000000000.0,False,,28,,,,2025-03-05T17:26:00.000Z,7.3608276875442735,218422907.7010956,-31.1433,0.34277081,6.98187588,-7.6236284,-25.12583685,-51.55644849,-53.14124965,4420309798.845525,0.151,7360827687.54,,2025-03-05T17:26:00.000Z,1027.0,Ethereum,ETH,ethereum,0x1f9840a85d5af5bf1d1762f925bdaddc4201f984,2025-03-05 17:27:51.430385
28,328,Monero,XMR,monero,309,2014-05-21T00:00:00.000Z,"['mineable', 'pow', 'medium-of-exchange', 'privacy', 'ringct', 'boostvc-portfolio', 'electric-capital-portfolio', 'galaxy-digital-portfolio', '2017-2018-alt-season']",,18446744.07370955,18446744.07370955,True,,29,,,,2025-03-05T17:26:00.000Z,224.1219272049042,75241065.76404077,6.4579,-0.05951775,4.83172617,2.82110504,2.98370827,12.50014709,12.35633111,4134319832.45543,0.1413,4134319832.46,,2025-03-05T17:26:00.000Z,,,,,,2025-03-05 17:27:51.430385
29,21794,Aptos,APT,aptos,481,2022-10-19T01:50:25.000Z,"['binance-labs-portfolio', 'aptos-ecosystem', 'circle-ventures-portfolio', 'layer-1', 'ftx-bankruptcy-estate', 'move-vm', 'made-in-america']",,589673808.4465226,1142999884.3686285,True,,30,130000000.0,778544272.72978,,2025-03-05T17:26:00.000Z,5.9888020979213845,286318883.02524036,-24.8055,1.92482831,12.58882884,3.98255974,-3.77698799,-38.57100011,-57.8259855,3531439741.113827,0.1207,6845200105.43,,2025-03-05T17:26:00.000Z,,,,,,2025-03-05 17:27:51.430385
